CENTRAL POLLUTION CONTROL BOARD,,,,,,,
CONTINUOUS AMBIENT AIR QUALITY,,,,,,,
"Date: Saturday, Mar 09 2024",,,,,,,
Time: 11:10:08 PM,,,,,,,
Station,"Bapuji Nagar, Bengaluru - KSPCB",,,,,,
Parameter,"PM10,NO2,CO,Ozone,Temp,RH",,,,,,
AvgPeriod,24 Hours,,,,,,
From,01-02-2019 T00:00:00Z 00:00,,,,,,
To,29-02-2024 T23:06:59Z 00:00,,,,,,
,,,,,,,
"Bapuji Nagar, Bengaluru - KSPCB",,,,,,,
 , ,Bapuji Nagar  Bengaluru - KSPCB , , , , ,
From Date,To Date,PM10,NO2,CO,Ozone,Temp,RH
25-11-2019 00:00,26-11-2019 00:00,88,22.58,1.36,22.12,27.73,76.36
26-11-2019 00:00,27-11-2019 00:00,90.33,38.28,0.69,58.07,25.68,64.22
27-11-2019 00:00,28-11-2019 00:00,90.83,36.76,0.96,40.73,25.51,71.64
28-11-2019 00:00,29-11-2019 00:00,75.01,34.64,0.84,37.62,25.59,70.79
29-11-2019 00:00,30-11-2019 00:00,88.22,34.93,1.02,4.85,25.41,69.86
30-11-2019 00:00,01-12-2019 00:00,71.25,31.81,0.96,9.18,25.75,76.07
01-12-2019 00:00,02-12-2019 00:00,41.89,29.26,0.72,5.81,25.53,83.17
02-12-2019 00:00,03-12-2019 00:00,44.95,31.5,0.62,24.4,25.88,78.42
03-12-2019 00:00,04-12-2019 00:00,73.19,47.36,0.9,45.9,26,72.84
04-12-2019 00:00,05-12-2019 00:00,82.51,50.9,0.83,84.11,26.04,70.57
05-12-2019 00:00,06-12-2019 00:00,110.44,59.78,0.87,59.48,25.86,66.34
06-12-2019 00:00,07-12-2019 00:00,107.03,61.65,0.79,58.68,25.87,68.75
07-12-2019 00:00,08-12-2019 00:00,80.25,61.75,0.85,36.26,25.9,75.44
08-12-2019 00:00,09-12-2019 00:00,54.4,43.97,0.68,37.26,26.15,76.2
09-12-2019 00:00,10-12-2019 00:00,63.31,48.12,0.83,35.12,26.11,67.46
10-12-2019 00:00,11-12-2019 00:00,55.45,42.63,0.7,48.55,25.57,64.93
11-12-2019 00:00,12-12-2019 00:00,80.06,60.28,0.91,55.1,25.17,56.74
12-12-2019 00:00,13-12-2019 00:00,71.63,48.55,0.75,57.07,25.85,65.44
13-12-2019 00:00,14-12-2019 00:00,70.99,47.57,0.7,49.15,26.18,67.67
14-12-2019 00:00,15-12-2019 00:00,54.59,45.35,0.8,28.95,26.21,75.72
15-12-2019 00:00,16-12-2019 00:00,59.41,40.64,0.6,46.03,26.16,65.8
16-12-2019 00:00,17-12-2019 00:00,68.94,43.78,0.84,35.51,26.29,67.47
17-12-2019 00:00,18-12-2019 00:00,72.21,47.19,0.79,33.69,26.01,67.9
18-12-2019 00:00,19-12-2019 00:00,89.71,47.34,0.77,36.95,23.56,66.61
19-12-2019 00:00,20-12-2019 00:00,75.85,43.07,0.72,27.99,23.66,68.67
20-12-2019 00:00,21-12-2019 00:00,96.77,47.39,0.83,42.43,24.44,68.5
21-12-2019 00:00,22-12-2019 00:00,90.11,44.08,0.68,54.05,26.26,68.17
22-12-2019 00:00,23-12-2019 00:00,79.45,39.25,0.56,67.22,28.66,64.9
23-12-2019 00:00,24-12-2019 00:00,85.77,47.21,0.71,64.73,30.22,67.34
24-12-2019 00:00,25-12-2019 00:00,72.03,41.87,0.6,45.5,32.9,69.12
25-12-2019 00:00,26-12-2019 00:00,67.38,39.98,0.76,37.81,37.09,74.49
26-12-2019 00:00,27-12-2019 00:00,94.09,51.94,0.78,56.48,37.12,68.04
27-12-2019 00:00,28-12-2019 00:00,100.53,51.2,0.85,54.63,30.8,65.44
28-12-2019 00:00,29-12-2019 00:00,73.89,43.96,0.6,42.32,22.34,64.91
29-12-2019 00:00,30-12-2019 00:00,75.64,42.9,0.51,60.35,22.51,62.96
30-12-2019 00:00,31-12-2019 00:00,73.5,38.52,0.61,66.31,23.27,64.94
31-12-2019 00:00,01-01-2020 00:00,82.18,43.8,0.67,71.54,25.37,67.58
01-01-2020 00:00,02-01-2020 00:00,64.25,40.19,0.69,42.52,27.98,74.04
02-01-2020 00:00,03-01-2020 00:00,50.25,34.2,0.54,48.67,29.84,69.51
03-01-2020 00:00,04-01-2020 00:00,59.04,32.13,0.5,53.44,32.02,65.69
04-01-2020 00:00,05-01-2020 00:00,103.42,41.37,1.01,68.32,34.34,62.89
05-01-2020 00:00,06-01-2020 00:00,84.16,29.49,0.47,89.69,36.73,63.85
06-01-2020 00:00,07-01-2020 00:00,64.19,50.23,0.48,20.96,23.95,68.37
07-01-2020 00:00,08-01-2020 00:00,56.42,40.65,0.6,38.75,24.08,64.98
08-01-2020 00:00,09-01-2020 00:00,75.45,48.02,0.6,62.52,24.02,60.41
09-01-2020 00:00,10-01-2020 00:00,91.16,51.18,0.78,78.98,24.17,59.04
10-01-2020 00:00,11-01-2020 00:00,94.19,56.06,0.86,60.51,25.59,57.31
11-01-2020 00:00,12-01-2020 00:00,75.06,46.97,0.59,64.19,28.6,59.12
12-01-2020 00:00,13-01-2020 00:00,81.1,45.97,0.66,60.27,28.56,61.66
13-01-2020 00:00,14-01-2020 00:00,114.52,61.05,1.06,76.14,28.63,60.32
14-01-2020 00:00,15-01-2020 00:00,124.77,62.88,0.83,72.46,29,56.45
15-01-2020 00:00,16-01-2020 00:00,87.31,45.8,0.53,102.33,28.89,54.72
16-01-2020 00:00,17-01-2020 00:00,90.08,55.88,0.74,78.95,29.79,57.6
17-01-2020 00:00,18-01-2020 00:00,80.24,50.8,0.82,77.18,30.95,55.28
18-01-2020 00:00,19-01-2020 00:00,65.53,35.7,0.53,40.21,29.42,75.79
19-01-2020 00:00,20-01-2020 00:00,75.64,24.07,0.74,23.56,26.04,63.45
20-01-2020 00:00,21-01-2020 00:00,75.64,24.07,0.74,23.56,26.04,63.45
21-01-2020 00:00,22-01-2020 00:00,84,24.07,0.74,39.47,25.7,42
22-01-2020 00:00,23-01-2020 00:00,75.64,24.07,0.74,23.56,26.04,63.45
23-01-2020 00:00,24-01-2020 00:00,75.64,24.07,0.74,23.56,26.04,63.45
24-01-2020 00:00,25-01-2020 00:00,75.64,24.07,0.74,23.56,26.04,63.45
25-01-2020 00:00,26-01-2020 00:00,75.64,24.07,0.74,23.56,26.04,63.45
26-01-2020 00:00,27-01-2020 00:00,75.64,24.07,0.74,23.56,26.04,63.45
27-01-2020 00:00,28-01-2020 00:00,75.64,24.07,0.74,23.56,26.04,63.45
28-01-2020 00:00,29-01-2020 00:00,88.62,65.81,1.82,44.44,28.67,45.53
29-01-2020 00:00,30-01-2020 00:00,90.61,49.8,0.51,78.71,26.49,47.94
30-01-2020 00:00,31-01-2020 00:00,106.32,56.02,0.69,47.34,23.89,45.1
31-01-2020 00:00,01-02-2020 00:00,94.49,42.91,0.5,66.92,23.9,47.16
01-02-2020 00:00,02-02-2020 00:00,96.77,40.42,0.52,54.28,24.63,56.87
02-02-2020 00:00,03-02-2020 00:00,70.76,32,0.39,49.18,25.05,59
03-02-2020 00:00,04-02-2020 00:00,84.7,52.06,0.72,30.68,24.65,51.86
04-02-2020 00:00,05-02-2020 00:00,68.56,39.68,0.53,34.81,24.62,52.76
05-02-2020 00:00,06-02-2020 00:00,68.11,38.43,0.58,41.59,24.59,56.51
06-02-2020 00:00,07-02-2020 00:00,71.12,39.21,0.46,41.49,25.49,55.71
07-02-2020 00:00,08-02-2020 00:00,82.71,31.57,0.51,54.55,24.13,56.13
08-02-2020 00:00,09-02-2020 00:00,91.12,36.68,0.68,42.55,24.71,50.85
09-02-2020 00:00,10-02-2020 00:00,82.36,37.29,0.5,33.59,26.68,54.31
10-02-2020 00:00,11-02-2020 00:00,68.38,35.81,0.54,37.22,25.82,59.88
11-02-2020 00:00,12-02-2020 00:00,76.98,42.1,0.55,34.94,24.7,58.87
12-02-2020 00:00,13-02-2020 00:00,70.62,37.8,0.63,32.7,25,58.87
13-02-2020 00:00,14-02-2020 00:00,86.83,49.98,0.79,23.45,23.77,55.9
14-02-2020 00:00,15-02-2020 00:00,116.27,62.6,1.1,34.36,24.09,52.71
15-02-2020 00:00,16-02-2020 00:00,123.79,68.96,0.95,46.36,23.84,39.06
16-02-2020 00:00,17-02-2020 00:00,91.48,54.32,0.75,50.8,22.61,32.07
17-02-2020 00:00,18-02-2020 00:00,101.25,55.9,0.99,35.45,23.81,37.48
18-02-2020 00:00,19-02-2020 00:00,96.7,58.74,0.87,40.09,23.48,34.56
19-02-2020 00:00,20-02-2020 00:00,92.79,57.49,0.75,38.67,24.78,56.03
20-02-2020 00:00,21-02-2020 00:00,103.25,72.14,0.81,39.68,25.01,53.03
21-02-2020 00:00,22-02-2020 00:00,75.64,24.07,0.74,23.56,26.04,63.45
22-02-2020 00:00,23-02-2020 00:00,62.67,50.78,0.62,49.89,26.53,30.67
23-02-2020 00:00,24-02-2020 00:00,75.64,24.07,0.74,23.56,26.04,63.45
24-02-2020 00:00,25-02-2020 00:00,76,54.24,0.86,66.51,23.13,39.6
25-02-2020 00:00,26-02-2020 00:00,84.67,40.72,0.67,99.6,18.28,42.83
26-02-2020 00:00,27-02-2020 00:00,75.64,24.07,0.74,23.56,26.04,63.45
27-02-2020 00:00,28-02-2020 00:00,94.4,57.87,1.01,23.56,20.7,33.67
28-02-2020 00:00,29-02-2020 00:00,75.64,24.07,0.74,23.56,26.04,63.45
29-02-2020 00:00,01-03-2020 00:00,75.64,24.07,0.74,23.56,26.04,63.45
01-03-2020 00:00,02-03-2020 00:00,75.64,24.07,0.74,23.56,26.04,63.45
02-03-2020 00:00,03-03-2020 00:00,75.64,24.07,0.74,23.56,26.04,63.45
03-03-2020 00:00,04-03-2020 00:00,75.64,24.07,0.74,23.56,26.04,63.45
04-03-2020 00:00,05-03-2020 00:00,75.64,24.07,0.74,23.56,26.04,63.45
05-03-2020 00:00,06-03-2020 00:00,74,22.18,0.41,85.21,21.88,46.11
06-03-2020 00:00,07-03-2020 00:00,67.39,26.83,0.55,56.3,22.87,59
07-03-2020 00:00,08-03-2020 00:00,67.29,25.17,0.55,49.15,24.64,59.72
08-03-2020 00:00,09-03-2020 00:00,61.16,20.56,0.63,54.24,23.95,56.82
09-03-2020 00:00,10-03-2020 00:00,69.1,26.15,0.57,55.39,24.79,59.31
10-03-2020 00:00,11-03-2020 00:00,71.58,21.72,0.5,66.63,24.29,51.44
11-03-2020 00:00,12-03-2020 00:00,66.78,22.65,0.64,69.59,24.1,45.98
12-03-2020 00:00,13-03-2020 00:00,76.88,30.52,0.54,66.68,23.5,43.7
13-03-2020 00:00,14-03-2020 00:00,69.5,26.66,0.54,59.71,23.35,42.94
14-03-2020 00:00,15-03-2020 00:00,70.52,25.85,0.7,61.79,23.03,46.15
15-03-2020 00:00,16-03-2020 00:00,78.23,25.65,0.54,62.73,23.04,50
16-03-2020 00:00,17-03-2020 00:00,55.33,18.08,0.42,53.2,23.57,52.65
17-03-2020 00:00,18-03-2020 00:00,56.73,19.07,0.71,37.57,23.37,50.13
18-03-2020 00:00,19-03-2020 00:00,58.85,22.63,0.84,50.27,24.9,42.57
19-03-2020 00:00,20-03-2020 00:00,65.82,19.95,0.52,82.08,23.42,47.03
20-03-2020 00:00,21-03-2020 00:00,80.49,19.98,0.92,60.41,24.19,59.11
21-03-2020 00:00,22-03-2020 00:00,101.04,31.64,0.85,71.37,24.11,53.02
22-03-2020 00:00,23-03-2020 00:00,43.67,8.97,0.36,51.76,22.96,48.28
23-03-2020 00:00,24-03-2020 00:00,65.17,15.9,0.7,42.08,24.1,60.15
24-03-2020 00:00,25-03-2020 00:00,75.64,24.07,0.74,23.56,26.04,63.45
25-03-2020 00:00,26-03-2020 00:00,75.64,24.07,0.74,23.56,26.04,63.45
26-03-2020 00:00,27-03-2020 00:00,75.64,24.07,0.74,23.56,26.04,63.45
27-03-2020 00:00,28-03-2020 00:00,75.64,24.07,0.74,23.56,26.04,63.45
28-03-2020 00:00,29-03-2020 00:00,75.64,24.07,0.74,23.56,26.04,63.45
29-03-2020 00:00,30-03-2020 00:00,75.64,24.07,0.74,23.56,26.04,63.45
30-03-2020 00:00,31-03-2020 00:00,75.64,24.07,0.74,23.56,26.04,63.45
31-03-2020 00:00,01-04-2020 00:00,75.64,24.07,0.74,23.56,26.04,63.45
01-04-2020 00:00,02-04-2020 00:00,75.64,24.07,0.74,23.56,26.04,63.45
02-04-2020 00:00,03-04-2020 00:00,75.64,24.07,0.74,23.56,26.04,63.45
03-04-2020 00:00,04-04-2020 00:00,75.64,24.07,0.74,23.56,26.04,63.45
04-04-2020 00:00,05-04-2020 00:00,75.64,24.07,0.74,23.56,26.04,63.45
05-04-2020 00:00,06-04-2020 00:00,75.64,24.07,0.74,23.56,26.04,63.45
06-04-2020 00:00,07-04-2020 00:00,74,11.57,0.56,72.61,25.9,42.25
07-04-2020 00:00,08-04-2020 00:00,30.37,8.87,0.64,57.38,23.61,57.7
08-04-2020 00:00,09-04-2020 00:00,31.57,10.19,0.43,64.77,24.99,57.58
09-04-2020 00:00,10-04-2020 00:00,33.69,9.11,0.39,56.95,25.47,66.61
10-04-2020 00:00,11-04-2020 00:00,27.43,10.17,0.28,56.18,25.62,60.29
11-04-2020 00:00,12-04-2020 00:00,40.34,8.73,0.48,53.61,24.95,57.02
12-04-2020 00:00,13-04-2020 00:00,41.85,8.47,0.39,61.91,24.44,46
13-04-2020 00:00,14-04-2020 00:00,50.9,11.12,0.5,66.16,24.14,38.76
14-04-2020 00:00,15-04-2020 00:00,62.36,12.44,0.51,65.39,24.02,33.08
15-04-2020 00:00,16-04-2020 00:00,56.27,9.73,0.33,60.84,24.09,42.16
16-04-2020 00:00,17-04-2020 00:00,45.76,9.61,0.34,56.92,24.11,45.86
17-04-2020 00:00,18-04-2020 00:00,54.28,8.32,0.34,58.64,24.3,52.61
18-04-2020 00:00,19-04-2020 00:00,50.29,7.41,0.27,55.72,24.06,50.52
19-04-2020 00:00,20-04-2020 00:00,49.05,6.48,0.43,50.26,24.15,51.43
20-04-2020 00:00,21-04-2020 00:00,30.98,7.12,0.29,44.77,25.3,49.68
21-04-2020 00:00,22-04-2020 00:00,32.39,9.15,0.35,44.21,25.59,47.02
22-04-2020 00:00,23-04-2020 00:00,33.63,6.26,0.39,49.17,24.73,52.77
23-04-2020 00:00,24-04-2020 00:00,35.5,7.53,0.39,56.4,24.77,57.06
24-04-2020 00:00,25-04-2020 00:00,29.43,9.88,0.83,53.92,26.76,67.67
25-04-2020 00:00,26-04-2020 00:00,39.05,11.02,0.44,39.09,25.92,68.62
26-04-2020 00:00,27-04-2020 00:00,32.56,9.63,0.34,50.64,25.1,61.52
27-04-2020 00:00,28-04-2020 00:00,40.18,11.88,0.51,42.65,25.21,65.11
28-04-2020 00:00,29-04-2020 00:00,41.09,9.43,0.38,50.59,24.66,58.83
29-04-2020 00:00,30-04-2020 00:00,32.32,10.23,0.38,43.57,26.44,74.69
30-04-2020 00:00,01-05-2020 00:00,49.84,18.17,0.55,46.49,24.93,57.94
01-05-2020 00:00,02-05-2020 00:00,46.43,9.88,0.32,54.51,24.69,57.83
02-05-2020 00:00,03-05-2020 00:00,50.67,8.84,0.52,56.81,24.61,60.15
03-05-2020 00:00,04-05-2020 00:00,47.45,10.03,0.41,59.79,24.54,58.07
04-05-2020 00:00,05-05-2020 00:00,60.93,13.46,0.48,66.56,24.07,49.98
05-05-2020 00:00,06-05-2020 00:00,72.92,12.06,0.59,63.52,23.71,49.62
06-05-2020 00:00,07-05-2020 00:00,49.66,12.17,0.61,53.35,24.25,58.59
07-05-2020 00:00,08-05-2020 00:00,64.34,15.36,0.78,46.24,23.88,59.7
08-05-2020 00:00,09-05-2020 00:00,48.86,12.22,0.54,50.5,24.02,61.77
09-05-2020 00:00,10-05-2020 00:00,50.23,14.86,0.49,46.61,23.35,52.57
10-05-2020 00:00,11-05-2020 00:00,45.17,10.82,0.44,50.29,23.13,49.26
11-05-2020 00:00,12-05-2020 00:00,46.52,13.25,0.53,48.64,23.18,48.68
12-05-2020 00:00,13-05-2020 00:00,43,15,0.79,35.69,23.47,52.28
13-05-2020 00:00,14-05-2020 00:00,35.3,11.42,0.33,39.69,23.57,54.89
14-05-2020 00:00,15-05-2020 00:00,52.47,15.62,0.63,44.61,23.32,54.05
15-05-2020 00:00,16-05-2020 00:00,44.9,16.97,0.89,32.64,23.13,51.11
16-05-2020 00:00,17-05-2020 00:00,75.32,19.82,0.77,39.5,23.53,56.2
17-05-2020 00:00,18-05-2020 00:00,47.43,12,0.52,51.64,23.62,59.03
18-05-2020 00:00,19-05-2020 00:00,43.07,13.13,0.64,47.99,24.94,71.91
19-05-2020 00:00,20-05-2020 00:00,72.09,13.22,0.7,33.24,24.11,65.4
20-05-2020 00:00,21-05-2020 00:00,54.68,13.77,0.57,29.18,23.98,61.97
21-05-2020 00:00,22-05-2020 00:00,53.14,14.09,0.52,33.7,24.33,61.34
22-05-2020 00:00,23-05-2020 00:00,51.43,14.64,0.61,46.2,24.05,61.43
23-05-2020 00:00,24-05-2020 00:00,55.42,14.9,0.55,52.84,23.75,57.97
24-05-2020 00:00,25-05-2020 00:00,42.19,9.02,0.41,39.76,24.67,73.41
25-05-2020 00:00,26-05-2020 00:00,46.89,15.64,0.55,43.02,24.39,69.21
26-05-2020 00:00,27-05-2020 00:00,38.14,14.34,0.5,44.49,25.27,70.68
27-05-2020 00:00,28-05-2020 00:00,41.51,18.68,0.57,33.21,25.14,75.29
28-05-2020 00:00,29-05-2020 00:00,46.6,17.22,0.39,34.38,25.23,72.25
29-05-2020 00:00,30-05-2020 00:00,42.1,15,0.6,42.37,26.86,74.71
30-05-2020 00:00,31-05-2020 00:00,67.08,0.1,0.31,32.23,25.5,70.14
31-05-2020 00:00,01-06-2020 00:00,50.25,0.12,0.44,39.07,24.43,68.32
01-06-2020 00:00,02-06-2020 00:00,21.25,4.96,0.41,27.46,23.22,71.01
02-06-2020 00:00,03-06-2020 00:00,18.96,5.63,0.17,22.37,21.51,73.31
03-06-2020 00:00,04-06-2020 00:00,17.62,5.64,0.56,23.95,21.7,73.39
04-06-2020 00:00,05-06-2020 00:00,25.41,5.65,0.46,21.4,21.46,72.42
05-06-2020 00:00,06-06-2020 00:00,116.57,69.41,0.47,20.86,21.9,68.58
06-06-2020 00:00,07-06-2020 00:00,34.84,51.84,0.23,22.29,21.36,74.82
07-06-2020 00:00,08-06-2020 00:00,30.43,30.33,0.48,20.33,21.58,74.07
08-06-2020 00:00,09-06-2020 00:00,44.25,37.44,0.65,20.83,21.03,65.62
09-06-2020 00:00,10-06-2020 00:00,44.82,35.39,0.64,19.93,21.13,68.74
10-06-2020 00:00,11-06-2020 00:00,83.56,34.85,0.61,15.14,21.56,73.51
11-06-2020 00:00,12-06-2020 00:00,40.42,30.37,0.69,16.77,21.83,74.62
12-06-2020 00:00,13-06-2020 00:00,28.7,28.59,0.48,21.08,21.97,70.61
13-06-2020 00:00,14-06-2020 00:00,39.64,28.49,0.59,17.93,22.4,77.65
14-06-2020 00:00,15-06-2020 00:00,30.61,20.46,0.45,18.99,21.82,74.5
15-06-2020 00:00,16-06-2020 00:00,32.76,20.71,0.51,19.74,21.27,70.81
16-06-2020 00:00,17-06-2020 00:00,36.36,22.42,0.53,18.17,21.43,74.91
17-06-2020 00:00,18-06-2020 00:00,37.3,21.57,0.48,16.49,21.16,76.83
18-06-2020 00:00,19-06-2020 00:00,121.53,19.08,1.08,11.34,18.92,77.78
19-06-2020 00:00,20-06-2020 00:00,59.52,16.13,0.65,11.48,18.96,74.39
20-06-2020 00:00,21-06-2020 00:00,42.61,17.06,0.68,15.06,18.4,68.42
21-06-2020 00:00,22-06-2020 00:00,30.79,9.95,0.44,15.66,18.62,74.89
22-06-2020 00:00,23-06-2020 00:00,37.03,14.18,0.75,15.04,18.88,74.12
23-06-2020 00:00,24-06-2020 00:00,49.72,14.44,0.71,19.1,18.48,69.05
24-06-2020 00:00,25-06-2020 00:00,40.75,13.01,0.72,18.64,18.52,74.47
25-06-2020 00:00,26-06-2020 00:00,32.61,18.87,0.91,18.12,18.84,79.46
26-06-2020 00:00,27-06-2020 00:00,22.22,13.18,0.46,19.93,18.59,80
27-06-2020 00:00,28-06-2020 00:00,27.09,15.7,0.76,17.54,18.55,75.33
28-06-2020 00:00,29-06-2020 00:00,18.06,9.71,0.53,19.4,18.34,73.82
29-06-2020 00:00,30-06-2020 00:00,24.66,11.12,0.55,17.7,18.42,75.12
30-06-2020 00:00,01-07-2020 00:00,20.45,11.62,0.72,16.98,18.69,73.49
01-07-2020 00:00,02-07-2020 00:00,25.61,11.73,0.48,17.12,18.41,71.61
02-07-2020 00:00,03-07-2020 00:00,18.52,13.01,0.78,11.2,19.06,81.86
03-07-2020 00:00,04-07-2020 00:00,19.24,12.96,0.47,14.71,19.3,81.34
04-07-2020 00:00,05-07-2020 00:00,21.53,10.56,0.55,15.97,18.98,77.62
05-07-2020 00:00,06-07-2020 00:00,20.26,5.24,0.47,16.98,19.06,79.76
06-07-2020 00:00,07-07-2020 00:00,28.24,10.68,0.64,14.37,19.24,77.41
07-07-2020 00:00,08-07-2020 00:00,22.05,10.54,0.37,15.4,18.99,76.43
08-07-2020 00:00,09-07-2020 00:00,17.92,10.25,0.49,14.12,18.89,78.89
09-07-2020 00:00,10-07-2020 00:00,19.6,10.88,0.49,14.03,19.03,77.77
10-07-2020 00:00,11-07-2020 00:00,22.42,12.78,0.6,13.43,19.19,80.34
11-07-2020 00:00,12-07-2020 00:00,23.51,11.86,0.4,16.51,19.01,70.3
12-07-2020 00:00,13-07-2020 00:00,15.95,5.65,0.42,22.46,18.79,68.16
13-07-2020 00:00,14-07-2020 00:00,51.38,13.29,0.69,20.34,19.02,70.86
14-07-2020 00:00,15-07-2020 00:00,46.94,13.08,0.94,12.63,18.85,73.6
15-07-2020 00:00,16-07-2020 00:00,33.84,6.55,0.45,14.58,19.33,81.83
16-07-2020 00:00,17-07-2020 00:00,32.42,6.66,0.51,12.45,19.76,85.77
17-07-2020 00:00,18-07-2020 00:00,28.81,5.93,0.4,15.56,19.61,81.29
18-07-2020 00:00,19-07-2020 00:00,32.99,6.22,0.46,15.57,19.12,78.89
19-07-2020 00:00,20-07-2020 00:00,30.04,7.23,0.46,16.53,18.78,75.85
20-07-2020 00:00,21-07-2020 00:00,29.03,6.95,0.51,18.56,19.06,78.19
21-07-2020 00:00,22-07-2020 00:00,23.42,6.93,0.46,21.43,18.8,69.49
22-07-2020 00:00,23-07-2020 00:00,47.39,12.02,0.53,30.03,18.78,65.49
23-07-2020 00:00,24-07-2020 00:00,46.62,11.65,0.48,25.13,18.83,70.43
24-07-2020 00:00,25-07-2020 00:00,54.45,9.01,0.48,15.89,19.04,76.43
25-07-2020 00:00,26-07-2020 00:00,42.22,9.95,0.42,15.56,18.95,73.92
26-07-2020 00:00,27-07-2020 00:00,28.98,5.77,0.37,18.68,20.42,74.3
27-07-2020 00:00,28-07-2020 00:00,48.06,10.92,0.67,16.18,18.89,72.23
28-07-2020 00:00,29-07-2020 00:00,52.74,12.11,0.84,13.96,18.94,72.03
29-07-2020 00:00,30-07-2020 00:00,44.73,11.82,0.87,11.41,19.03,83.1
30-07-2020 00:00,31-07-2020 00:00,31.52,9.57,0.6,12.92,18.98,78.11
31-07-2020 00:00,01-08-2020 00:00,47.91,9.03,0.81,14.09,18.99,76.56
01-08-2020 00:00,02-08-2020 00:00,33.72,8.89,0.64,13.06,19.08,80.79
02-08-2020 00:00,03-08-2020 00:00,29.36,5.99,0.46,16.6,20.35,77.5
03-08-2020 00:00,04-08-2020 00:00,43.68,8.68,0.71,13.89,19.18,79
04-08-2020 00:00,05-08-2020 00:00,32.76,7.7,0.53,14.37,19.29,79.29
05-08-2020 00:00,06-08-2020 00:00,47.03,9.88,0.7,14.52,19.31,80.32
06-08-2020 00:00,07-08-2020 00:00,43.52,9.29,0.59,12.58,19.2,77.41
07-08-2020 00:00,08-08-2020 00:00,36.45,9.53,0.53,12.78,19.11,77.23
08-08-2020 00:00,09-08-2020 00:00,34.76,9.84,0.56,12.98,19.13,79.51
09-08-2020 00:00,10-08-2020 00:00,28.53,7.24,0.36,15.49,19.01,83.83
10-08-2020 00:00,11-08-2020 00:00,35,13.14,0.54,16.64,19.14,80.73
11-08-2020 00:00,12-08-2020 00:00,87.38,15.17,0.79,14.83,19.22,78.93
12-08-2020 00:00,13-08-2020 00:00,54.42,11.49,0.58,16.59,19.14,75.46
13-08-2020 00:00,14-08-2020 00:00,59.99,12.46,0.5,16.46,19.22,72.74
14-08-2020 00:00,15-08-2020 00:00,69.82,14.64,0.77,14.97,19.49,75.82
15-08-2020 00:00,16-08-2020 00:00,55.28,9.26,0.52,15.6,19.69,75.44
16-08-2020 00:00,17-08-2020 00:00,51.64,10.06,0.41,13.81,19.77,80.62
17-08-2020 00:00,18-08-2020 00:00,39.22,11.78,0.63,11.46,19.71,84.22
18-08-2020 00:00,19-08-2020 00:00,44.05,11.92,0.52,12.16,19.31,79.04
19-08-2020 00:00,20-08-2020 00:00,45.54,12.6,0.57,11.87,19.62,77.05
20-08-2020 00:00,21-08-2020 00:00,62.77,13.12,0.73,11.89,19.34,77.9
21-08-2020 00:00,22-08-2020 00:00,50.07,12.78,0.45,11.48,19.76,76.19
22-08-2020 00:00,23-08-2020 00:00,37.91,9.35,0.51,13.89,19.27,75.32
23-08-2020 00:00,24-08-2020 00:00,27.47,8.01,0.46,12.35,19.13,74.94
24-08-2020 00:00,25-08-2020 00:00,44.47,12.93,0.59,13.76,19.22,73.65
25-08-2020 00:00,26-08-2020 00:00,68.66,16.81,0.92,14.46,19.14,63.15
26-08-2020 00:00,27-08-2020 00:00,73.96,15.21,0.78,12.19,18.95,65.67
27-08-2020 00:00,28-08-2020 00:00,66.62,15.08,0.8,11.9,20.36,65.3
28-08-2020 00:00,29-08-2020 00:00,71.76,16.59,0.68,13.63,19.17,62.1
29-08-2020 00:00,30-08-2020 00:00,70.67,13.47,0.48,18.04,19.28,63.09
30-08-2020 00:00,31-08-2020 00:00,38,9.7,0.51,16.25,19.22,64.9
31-08-2020 00:00,01-09-2020 00:00,51.27,16.93,0.89,16.71,20.73,71.76
01-09-2020 00:00,02-09-2020 00:00,55.72,17.39,1.21,13.38,19.53,75.04
02-09-2020 00:00,03-09-2020 00:00,52.76,18.65,0.99,13.96,19.81,83.09
03-09-2020 00:00,04-09-2020 00:00,49.19,20.09,0.95,17.55,19.82,76.98
04-09-2020 00:00,05-09-2020 00:00,60.84,19.58,0.75,17.61,19.73,68.72
05-09-2020 00:00,06-09-2020 00:00,64.03,18.15,0.68,27.44,19.77,72.42
06-09-2020 00:00,07-09-2020 00:00,54.14,11.87,0.48,27.45,20.75,70.09
07-09-2020 00:00,08-09-2020 00:00,31.69,10.47,0.46,17.16,19.92,74.01
08-09-2020 00:00,09-09-2020 00:00,30.42,12.22,0.6,14.62,27.26,73.79
09-09-2020 00:00,10-09-2020 00:00,31.08,12.04,0.5,16.06,29.44,78.78
10-09-2020 00:00,11-09-2020 00:00,28.92,12.88,0.47,15.44,32.35,79.16
11-09-2020 00:00,12-09-2020 00:00,32.5,11.54,0.57,14.09,30.06,78.99
12-09-2020 00:00,13-09-2020 00:00,111.95,13.62,0.71,13.08,30.15,86.19
13-09-2020 00:00,14-09-2020 00:00,186.61,11.39,0.66,11.1,30.57,84.05
14-09-2020 00:00,15-09-2020 00:00,68.6,16.25,0.76,10.27,30.05,78.5
15-09-2020 00:00,16-09-2020 00:00,63.41,14.32,0.51,8.27,30.58,76.69
16-09-2020 00:00,17-09-2020 00:00,105.75,19.9,0.63,13.19,29.89,68.71
